frame,true_x,true_y,true_z,true_yaw,pred_x,pred_y,pred_z,pred_yaw,pos_error,yaw_error,true_pitch,true_roll,pred_pitch,pred_roll
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.0082796588394535,0.0009970179763809,0.0001820823947807,0.0021440546119051,-2.8821154431481313,-10.177040364934415,-1.6357571277539074,3.57416775193288,10.701760331011185,2.7111616098586113,-0.000846045592148,-0.0016628805889531,-1.5877406333518183,1.7946944267079619
2,-0.0166994578704628,0.001877435568153,0.0005221495526846999,0.0003216530406327002,-4.672692733912214,-20.072727030677093,-3.243000506774049,7.313183206137911,20.861171038195447,1.0296762459176918,-0.0017760072203923,-0.0020337171507523,-3.217075000568229,3.619684506644366
3,-0.023886326447825,-0.0014530053807061,-0.00039480236871310007,0.0018649468181890002,-6.254434352943604,-29.80419292702134,-4.954892799299411,10.494583960887008,30.847529657154286,2.0736516002903542,-0.0018316110699556011,0.0007542914649853001,-4.750464529268189,5.579525761116491
4,-0.0318392618552684,-0.0026422528607693996,-0.0004094128301306969,0.0003672517599935003,-7.2477523955913865,-38.17843976676476,-6.586228441806402,13.055576823514187,39.406013886951946,0.48883895739502137,-0.002393298419503601,0.0022878877580199,-6.064193099491508,7.338981914127668
5,-0.0403705176362675,-0.0034371937206759,-0.00031353242843175236,0.0013122508976497003,-9.167581206781211,-48.58295429049892,-8.31545226439716,15.766233107825203,50.12401608462851,3.0846350646112057,-0.002880605599009601,0.0029792087144481,-7.765495099349504,9.294838530091514
6,-0.0488267814372642,-0.0008754429510044997,0.0008014718111753476,0.0016331728062297002,-13.160412030403585,-61.70015415268427,-10.136739135714638,20.27504336331994,63.88649615225028,1.423854268974953,-0.003251842188801101,0.00017730497782700002,-9.589792733660689,11.406799703425005
7,-0.056899319220464796,0.0017441913901770005,0.0017454700185539477,0.0011946739040551001,-16.528365576227202,-70.83765845071598,-11.8698694492939,24.345340630053837,73.69169158147064,0.7885952725685641,-0.0029992539646976012,-0.0022508074960162,-10.963853215946159,13.131637611015588
8,-0.0656154690635592,0.0015759977371573005,0.0022567444176598474,0.0034714144338385,-18.22107024780389,-76.30375904666884,-13.543267622097574,27.333999263491492,79.59651955221283,2.1977866203393077,-0.003338025279338901,-0.0028615876672697,-11.793553752765,14.670092818065886
9,-0.0733357406101539,-0.0059882790141038,0.00045766498655044744,0.0033901818475551584,-20.13663839105634,-82.63421869153682,-15.225494573405324,29.814292152784578,86.38165427863798,1.6050245649609067,-0.002289484294594501,0.0050395363660223,-12.985319551078966,16.3890538527053
