frame,true_x,true_y,true_z,true_yaw,pred_x,pred_y,pred_z,pred_yaw,pos_error,yaw_error,true_pitch,true_roll,pred_pitch,pred_roll
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.008886990114798,0.0006352248242876,0.0002209634896983,0.0024920808056974,-1.42856505868231,-1.3201918975666747,-1.526690422807324,-2.391124995409232,2.46810220356019,2.3936170762149294,-0.0012025146539786,-0.0014480428350219,-1.3280481965291102,1.4292704283309285
2,-0.0173067891458073,0.0015156424160597,0.0005610306476023,0.0006696792344250001,-2.8793180930839437,-1.6413365091543395,-3.0199677498419017,-4.983492591320637,4.473663600401194,1.299023036624524,-0.0021324762822229,-0.0018188793968211,-2.5160015877231348,2.848381865586565
3,-0.0260069537829343,0.0039375875729041,0.0016139828883830001,0.0007707814642339001,-4.132238760809131,-1.358918825686448,-4.402389209166524,-6.431108279944357,6.173634373027414,0.14869375422900433,-0.0035771086095722,-0.0043424048568565,-3.5140784394921067,4.118749189167911
4,-0.0349575052561437,0.0051692513775355,0.0025225905111666003,0.0001661102325987001,-5.38277339557257,-1.6112955581231678,-5.860606294767956,-8.247421007365418,8.098664927163577,1.9644018104184298,-0.0049030565234632,-0.0054123824062031,-4.5977390074986495,5.515128457014237
5,-0.0432254076458968,0.0027139635433776,0.0022437526764315,0.0018097118047147999,-6.498875266681051,-0.5267339412170706,-7.308351927653738,-9.982377712701286,9.767319969550396,2.582183189853172,-0.005236665673471,-0.0033827071810415,-5.600760748875569,6.783658085676988
6,-0.0516816714468935,0.005275714313049001,0.0033587569160386,0.0021306337132948,-7.757032854029104,0.27366660355046357,-8.802390275837638,-12.211710642157632,11.70408845421928,0.35252933848824597,-0.0056079022632625,-0.0061846109176626005,-6.72446270167244,8.138193099550582
7,-0.0601311761156774,0.0077630056940382,0.0044519657884042,0.002177620970346678,-8.888812392393024,1.2911813716257006,-10.281740400650936,-14.904374423774804,13.61611281240186,2.3401814303859787,-0.0057778783485549,-0.0088106775054559,-7.761693524509738,9.53134372324205
8,-0.0672964556744476,0.0030196478799638,0.0034601175365721,0.0018763170729826778,-9.69036979021054,1.4509450053848232,-11.706005289279705,-17.22352170129075,15.225360697080127,1.6241579031750248,-0.0047932097065630005,-0.0040263288453779005,-8.829988179045923,10.845777068785809
9,-0.0763118239592193,0.0107349340290382,0.0058773094265456,0.0012333891562276778,-11.245998886035785,1.4813832110897176,-13.165897612904821,-19.567592697111856,17.332638864988205,0.7192701647293234,-0.0052111013906489005,-0.011269889058536701,-9.97856725022448,12.205939030632576
10,-0.0847501783363712,0.0116698468791943,0.0064828064966133995,0.0012985797965567381,-12.899083764556282,1.5894723117688008,-14.662008963647217,-21.825377631995085,19.541270600652165,2.977120290252884,-0.004771065792011301,-0.012230373263837501,-11.204354555642977,13.6637424330401
11,-0.0941693722267916,0.0110621411326629,0.0072794369884097996,0.0010061552963725382,-14.570893586388925,0.4127532850972526,-16.171865450879295,-24.274928872689436,21.714088262016976,0.8568062007325352,-0.0054568256752229,-0.011663526512293302,-12.46907029850155,15.09442084224821
12,-0.1026793514356314,0.0132377227949955,0.008554373632005,0.00014836767501163822,-17.08561847746759,-1.563941661012215,-17.7031978208018,-26.906814479753873,24.588897534542788,1.7742216187105413,-0.005239210264318801,-0.013533388973111501,-13.833767617038077,16.570104979853987
13,-0.11058904284084359,0.0144152251992155,0.009215160386505598,0.0006840091263016382,-18.76504486922949,-2.1081371156333777,-19.203649879095995,-29.38743028155859,26.863137077482744,2.0278122452130383,-0.004343964191522801,-0.014643729510044001,-15.102239846527484,17.9895897736426
14,-0.11918339730359309,0.016345923970233,0.010369319935791998,-0.0002828174041655618,-20.912637853072688,-3.6946103363023117,-20.752831786709997,-31.67381869032886,29.618397403722174,0.2576093370267607,-0.004406763421676507,-0.0161203959640417,-16.506239825379865,19.479814148425284
15,-0.1264371439199214,0.0118633651512754,0.009441904007931998,0.0004740428739213382,-22.96764835887756,-4.948691443905891,-22.320112661095735,-34.263062858741016,32.32548593379393,2.8476103657169993,-0.002989046722691407,-0.0118102157419267,-17.803303904682142,20.988135024418998
16,-0.13321726623992078,0.0108669824845118,0.009091277664244599,-9.578921647836181e-05,-25.67114843229205,-8.10695447222826,-23.863143799231572,-35.922625862779995,35.88827888014674,1.7765817695140065,-0.0007927682658263073,-0.0104537471389414,-19.2757746339351,22.5263578165491
